,Department,Title,Text,Vernehmlassung Day,Vernehmlassung Month,Vernehmlassung Year,Behoerde,SR Links,SR Numbers
16,EVED,Bahnreform,"Die Bahnreform soll den öffentlichen Verkehr und dabei vor allem den Schienenverkehr den heutigen Anforderungen anpassen und die Wettbewerbsposition der Bahnen verbessern. Sie stellt das Instrumentarium zur Verfügung, um die politischen und unternehmerischen Funktionen besser zu trennen, den unternehmerischen Handlungsspielraum zu erweitern und Wettbewerbselemente ins Bahnsystem einzuführen. Zudem soll mit der Bahnreform die Frage der Entschuldung der SBB gelöst werden.",23,8,1996,Bundesrat,,
17,EVED,Bundesgesetz über die Koordination und die Vereinfachung der Entscheidverfahren,"Der Bundesrat will die vielfach langwierigen Verfahren für die Bewilligung von Infrastrukturbauten vereinfachen. Die vorgeschlagenen Gesetzesänderungen betreffen das Entscheidverfahren für Projekte in den Bereichen Eisenbahn, Grenzkraftwerke, elektrische Anlagen, Trolleybusunternehmungen, Rohrleitungen, Binnenschiffahrt, Militär und Luftfahrt.",14,2,1997,Bundesrat,,
18,EVED,Bundesgesetz über die Luftfahrt,"Ziel der Vorlage ist es, den Linienverkehr für schweizerische Fluggesellschaften zu öffnen. Das Monopol der Swissair wird aufgehoben. Nach dem neuen System werden sich grundsätzlich alle schweizerischen Fluggesellschaften um einzelne Fluglinien bewerben können.",28,2,1997,Bundesrat,,
19,EVD,Bundesbeschluss über die Förderung von Innovation und Zusammenarbeit im Tourismus,"Die vorgeschlagenen Massnahmen sollen mithelfen, die Stagnation der Tourismuswirtschaft zu durchbrechen und der Branche dort Unterstützung zu geben, wo noch Förderungslücken bestehen.",31,8,1996,Bundesrat,,
20,EVD,Verordnung über die Begrenzung der Zahl der Ausländer,"Der Bundesrat beschränkt sich darauf, die bisherigen Höchstzahlen für das kommende Kontingentsjahr weiterzuführen.",24,8,1996,Bundesrat,,
21,EMD,Bundesgesetz über die Unternehmen der Gruppe Rüstung,Die vier bundeseigenen Rüstungsunternehmen sollen in gemischtwirtschaftliche Aktiengesellschaften nach privatem Recht umgewandelt werden können.,30,9,1996,Bundesrat,,
22,EMD,Drei Verordnungen über die subsidiären Sicherungseinsätze der Armee,"Mit den subsidiären Sicherungseinsätzen sollen die zivilen Behörden dann unterstützt werden, wenn ihre Mittel nicht mehr ausreichen.",31,1,1997,Bundesrat,,
0,EDA,Bundesgesetz über die Mitwirkung der Kantone an der Aussenpolitik des Bundes,"Mit dem Gesetzesentwurf sollen die bestehenden Formen der Zusammenarbeit zwischen Bund und Kantonen nicht geändert, sondern lediglich bekräftigt und konkretisiert werden. Der bewusst schlank gehaltene Entwurf sieht namentlich drei Formen der Zusammenarbeit vor: die Information der Kantone, die Anhörung der Kantone sowie die Mitwirkung von Kantonsvertreterinnen und -vertretern bei der Vorbereitung von Verhandlungsmandaten und bei Verhandlungen des Bundes.",31,5,1997,Bundesrat,,
1,EDA,Beitritt der Schweiz zum Übereinkommen von 1948 über das Verbot und die Verhütung des Völkermordes,Die Genozidkonvention ist mit 124 Vertragsstaaten eines der am weitesten akzeptierten internationalen Uebereinkommen. Es verbietet den Völkermord und verpflichtet die Staaten zu dessen Verhinderung und Bestrafung. Die sich aus dem Uebereinkommen ergebenden völkerrechtlichen Verpflichtungen bedingen Aenderungen des Schweizerischen Strafgesetzbuches und des Militärstrafgesetzes.,9,1,1998,Bundesrat,,
2,EDI,Bundesgesetz über Heilmittel,"Die Zielsetzung des Vorentwurfes für ein eidgenössisches Heilmittelgesetz ist der gesundheitspolizeilich motivierte Schutz von Mensch und Tier. Danach müssen die in Verkehr gebrachten Heilmittel qualitativ hochstehend, sicher und wirksam sein. Gegenüber den heutigen Regelungen ist der Geltungsbereich umfassender. Mit dem Gesetz werden auf Bundesebene die bisher im Pharmakopöegesetz, im Epidemien- gesetz, im Tierseuchengesetz und im Bundesbeschluss über die Kontrolle von Blut, Blutprodukten und Transplantaten verankerten Regelungen in einen einzigen Erlass übergeführt.",30,6,1997,Bundesrat,,
3,EDI,Bundesgesetz über die Meteorologie und Klimatologie,"Das neue Gesetz schafft eine ausdrückliche gesetzliche Grundlage zur Erbringung erweiterter Dienstleistungen auf kommerzieller Basis und damit auch eine Rechtsgrundlage für die entsprechende internationale Zusammenarbeit. Im weitern eröffnet das neue Gesetz die Möglichkeit, bestimmte geeignete Aufgaben im Bereich der Meteorologie und Klimatologie an Private zu übetragen und schafft klare Verhältnis-se für den Einsatz privatrechtlicher Verträge.",31,12,1997,Bundesrat,,
4,EDI,Bundesgesetz über die Hochschulförderung,"Anlass für die Revision des Hochschulförderungsgesetzes (HFG) und die damit eingeschlagene Stossrichtung der Reform bieten die Veränderungen im nationalen wie im internationalen Hochschulsystem, wie sie während der vergangenen Jahrzehnte eingetreten sind.",31,3,1998,Bundesrat,,
5,EDI,"Bundesgesetz über die Aus-, Weiter- und Fortbildung der medizinischen Berufe (Medizinalberufegesetz)","Das neue Gesetz bezweckt die Qualitätsförderung der medizinischen Versorgung. Qualitätsförderung wird durch universitäre Ausbildung, daran anschliessende Weiterbildung und Fortbildung angestrebt. Der Gesetzesentwurf weist Neuerungen gegenüber dem Freizügigkeitsgesetz und dem heutigen Zustand der Weiterbildung auf.",9,3,1998,Bundesrat,,
6,EDI,Befristeter dringlicher Bundesbeschluss über die ärztliche Heroinverschreibung,"Vorliegender Entwurf räumt dem Bundesrat die Kompetenz ein, die Heroinver-schreibung für schwer Drogenabhängige für eine befristete Zeit zu regeln (entsprechende Ergänzung von Art. 8 BetmG).",15,1,1998,Bundesrat,,
7,EJPD,Bundesgesetz über den Gerichtsstand in Zivilsachen,"Die Frage der örtlichen Zuständigkeit eines Gerichts würde künftig einheitlich durch ein einziges Gesetz beantwortet. Damit würde der Gesetzgeber für das innerschweizerische Recht nachholen, was für unser Land bei internationalen Streitigkeiten längst besteht, nämlich eine einheitliche Zuständigkeitsordnung. Der gewachsene Rechtszustand soll dabei, wenn immer möglich, übernommen werden.",30,4,1997,Bundesrat,,
8,EJPD,Ratifikation des Haager Übereinkommens vom 29.5.93 über den Schutz von Kindern und die Zusammenarbeit auf dem Gebiet der internationalen Adoption/Bundesgesetz zum Haager Adoptions-Übereinkommen,Die beiden Vorlagen sollen bei internationalen Adoptionen eine Zusammenarbeit zwischen den Behörden der Heimat- und der Aufnahmestaaten institutionalisieren und damit einen besseren Schutz der Kinder ermöglichen. In erster Linie werden Massnahmen gegen Missbräuche wie Kinderhandel vorgeschlagen.,1,7,1997,Bundesrat,,
9,EJPD,Bundesgesetz über die Freizügigkeit der Anwältinnen und Anwälte,Nach dem Vernehmlassungsentwurf soll die Freizügigkeit der Anwältinnen und Anwälte durch den Ausbau der kantonalen Anwaltsregister gewährleistet werden.,31,8,1997,Bundesrat,,
10,EJPD,Änderung des Strafgesetzbuches betreffend Schwangerschaftsabbruch,"Die Kommission für Rechtsfragen des Nationalrates hat den Bundesrat ersucht, zum von ihr erarbeiteten Vorentwurf für eine Regelung des straflosen Schwangerschaftsabbruches eine Vernehmlassung zu eröffnen.",31,8,1997,Bundesrat,,
11,EJPD,Änderung des 32. Titels des Obligationenrechts (Die kaufmännische Buchführung),"Der 32. Titel des OR, um den es bei diesem Vorentwurf geht, legt insbesondere die Voraussetzungen fest, die erfüllt werden müssen, wenn Geschäftsbücher, Korrespondenz und Belege auf Bild- oder Datenträgern aufbewahrt werden.",31,8,1997,Bundesrat,,
12,EJPD,Bundesgesetz über die Überwachung des Post- und Fernmeldeverkehrs sowie den Einsatz technischer Überwachungsgeräte,Die Voraussetzungen für eine Überwachung des Post- und Fernmeldeverkehrs oder für den Einsatz technischer Überwachungsgeräte sollen verschärft werden. In Zukunft kann eine Überwachungsmassnahme nur noch zur Verfolgung oder Verhin-derung von 83 statt bisher 181 Straftatbeständen angeordnet werden.,31,8,1997,Bundesrat,,
13,EJPD,Bundesgesetz über das Bundesgericht,Das neue Gesetz regelt die Organisation und die Zuständigkeiten des Bundesgerichts sowie die einzelnen Rechtsmittelverfahren. Es soll das Bundesgesetz vom 16. De-zember 1943 über die Organisation der Bundesrechtspflege (OG) und Teile des Bun-desgesetzes vom 15. Juni 1934 über die Bundesstrafrechtspflege (BStP) ablösen.,31,1,1998,Bundesrat,,
14,EJPD,Bundesgesetz über den Konsumkredit,"Die Revision des Bundesgesetzes vom 8. Oktober 1993 verfolgt zwei Ziele: Sie entspricht dem Wunsch nach einem besseren Schutz der Konsumentinnen und Konsumenten vor Missbrauch und schafft die Voraussetzung, dass das Konsumkreditgeschäft in der ganzen Schweiz auf der gleichen Rechtsgrundlage abgewickelt werden kann.",31,3,1998,Bundesrat,,
15,EJPD,"Bundesgesetz über die Fusion, Spaltung und Umwandlung von Rechtsträgern","Die vorgeschlagenen Neuerungen dienen dem Zweck, eine grössere Beweglichkeit innerhalb der Rechtsformen zu schaffen und eine optimale Ausgestaltung der rechtlichen Unternehmensstrukturen zu erlauben. In diesem Sinn stellt der vorliegende Vorentwurf einen wichtigen Beitrag zur Liberalisierung und zur Revitalisierung der Wirtschaft dar.",31,5,1998,Bundesrat,,
16,EFD,Bericht zur Überprüfung des Status der Kantonalbanken,"Eine vom EFD eingesetzte Expertenkommission schlägt vor, den Status der Kantonalbanken neu zu regeln. Der Handlungsspielraum dieser Banken soll vergrössert werden, ohne dass dadurch der Schutz der Risikoträger verschlechtert wird.",31,5,1997,Bundesrat,,
17,EVED,Alpenschutzartikel,Mit einem pragmatischen Ansatz strebt der Bundesrat eine innen- und aussenpolitisch verträgliche Umsetzung der Zielsetzungen des Alpenschutzartikels an.,15,9,1997,Bundesrat,,
18,EVD,Verordnung über die Zahl der Ausländer (BVO),Die Höchstzahlen für Jahresbewilligungen sollen erneut unverändert bei 17'000 (Kantone 12'000; Bund 5'000) und jene für Kurzaufenthalter bei 18'000 (Kantone 11'000; Bund 7'000) belassen werden.,9,8,1997,Bundesrat,,
19,EVD,Bundesgesetz über die Förderung des Aussenhandels,"Der neue Erlass soll das Bundesgesetz vom 6. Oktober 1989 über eine Finanzhilfe an die Schweizerische Zentrale für Handelsförderung (OSEC) ablösen, welches den Anforderungen des Subventionsgesetzes von 1990 nicht mehr genügt.",30,9,1997,Bundesrat,,
20,EVD,Gesetzgebung über die ausserhumane Gentechnologie (Gen-Lex-Vorlage),"Das Gesetzespaket sieht den Einbau der wesentlichen Regelungen in das Umweltschutzgesetz (USG) vor. Die neu vorgeschlagenen Bestimmungen betreffen vor allem ethische Grundsätze, die beim Umgang mit Organismen zu beachten sind.",31,3,1998,Bundesrat,,
0,EDI,KVG und Bundesbeschluss über die Bundesbeiträge an die Prämienverbilligung,"Mit der KVG-Teilrevision setzt der Bundesrat den Kantonen zusätzliche Leitlinien für ihre Prämienverbilligungs-Praxis und er bringt die nötigen, rasch umsetzbaren Verbesserungen in anderen Bereichen an. Diese Korrekturen von Behinderungen der Wirkungsmechanismen des KVG und von Fehlentwicklungen bringen verschiedene Verbesserungen für die Versicherten. Parallel zur Teilrevision werden in Zusammenarbeit mit den Kantonen und den Krankenkassen die Probleme mit der Spitalfinanzierung im privaten und halbprivaten Bereich angegangen.",15,5,1998,Bundesrat,,
1,EDI,Bundesgesetz über die Alters- und Hinterlassenenversicherung (Revision der freiwilligen Versicherung),Mit der Revision soll vor allem der Kreis der Versicherungsberechtigten eingeschränkt und der Beitragssatz der freiwillig Versicherten jenem der obligatorisch Versicherten gleichgestellt werden.,30,9,1998,Bundesrat,,
2,EDI,"Bundesgesetz über die Alters- und Hinterlassenenversicherung, 11. Revision",Kernpunkte der Vorlage sind die Konsolidierung der AHV-Finanzierung und die Flexibilisierung des Rentenalters.,30,11,1998,Bundesrat,,
3,EDI,"Bundesgesetz über die berufliche Alters-, Hinterlassenen- und Invalidenvorsorge, 1. Revision",Die Vorlage gliedert sich in zwei Teile: Einerseits werden konkrete Vorschläge zur Erhaltung des Leistungsniveaus und zur Verbesserung der Durchführung gemacht. Andererseits will der Bundesrat mit weiteren Vorschlägen eine breite Diskussion über die weitere Entwicklung der zweiten Säule führen.,30,11,1998,Bundesrat,,
4,EJPD,"Änderung des Zivilgesetzbuches, des Obligationenrechts, des Strafgesetzbuches und des Bundesgesetzes über Schuldbetreibung und Konkurs (Grundsatzartikel Tiere)","Haus- und Wirbeltiere sollen in der schweizerischen Privatrechtsordnung nicht länger als gewöhnliche Sachen behandelt werden. Dieses Ziel verfolgen zwei vom Nationalrat gutgeheissene parlamentarische Initiativen. Die zuständige Kommission des Nationalrates hat einen Vorentwurf für entsprechende Änderungen des Erb-, Sachen- und Haftpflichtrechts sowie des Schuldbetreibungs- und Konkursrechts und des Strafrechts vorgelegt.",31,8,1998,Bundesrat,,
5,EJPD,Verordnung über die Begrenzung der Zahl der Ausländer,Der Verordnungsentwurf enthält folgende zwei Änderungen: die Ablösung des 3-Kreise-Modells und dessen Ersatz durch ein duales Rekrutierungskonzept für ausländische Arbeitskräfte; eine weitere Reduktion der Freigabe von Saisonbewilligungen.,31,7,1998,Bundesrat,,
6,EJPD,Rückzug der Vorbehalte und Auslegenden Erklärungen der Schweiz zu Artikel 6 EMRK,"Der Bundesrat beabsichtigt, die Vorbehalte und Auslegenden Erklärungen
der Schweiz zu Artikel 6 EMRK im Interesse der Rechtssicherheit und
Transparenz unserer Rechtsordnung zurückzuziehen.",30,9,1998,Bundesrat,,
7,EJPD,Revision des Schweizerischen Korruptionsstrafrechts,"Die Bestimmungen des Strafgesetzbuches über die Bestechung
schweizerischer Amtsträger sollen besser aufeinander abgestimmt und in
einem gemeinsamen Titel geregelt werden. Aktive Bestechung wird neu zu
einem Verbrechen aufgewertet. Damit verlängert sich die heute zu kurze
Verjährungsfrist bei dieser Straftat.",30,9,1998,Bundesrat,,
8,EJPD,"Schweizerisches Strafgesetzbuch, Militärstrafgesetz","Der Bundesrat will die Verjährungsfristen bei sexuellem Kindsmissbrauch
verlängern und den Besitz von harter Pornographie unter Strafe stellen.",30,11,1998,Bundesrat,,
9,EJPD,Versicherungsaufsichtsrecht und Versicherungsvertragsgesetz,"Das geltende Versicherungsaufsichtsrecht ist auf fünf Gesetze verteilt, von denen einige mehrere Jahrzehnte alt sind. Es trägt der Entwicklung der Aufsichtspraxis nach erfolgter Liberalisierung und Globalisierung der Versicherungs- und Finanzmärkte nur ungenügend Rechnung. Die Anpassung des aufsichtsrechtlichen Instrumentariums an diese Entwicklung ist das Hauptziel des Entwurfes für ein neues Versicherungsaufsichtsgesetz.",31,12,1998,Bundesrat,,
10,EJPD,Bundesgesetz über gentechnische Untersuchungen beim Menschen,"Der Vorentwurf regelt genetische Untersuchungen in heiklen Gebieten, nämlich zu medizinischen Zwecken, im Arbeits-, Versicherungs- und Haftpflichtbereich sowie zum Zweck der Identifizierung.",31,3,1999,Bundesrat,,
11,EJPD,Europäisches Übereinkommen über Menschenrechte und Biomedizin und Zusatzprotokoll über das Verbot des Klonens menschlicher Lebewesen,Das Übereinkommen über Menschenrechte und Biomedizin zählt zu den wichtigsten unter den 165 Übereinkommen des Europarates. Inhaltlich legt das Übereinkommen einen gemeinsamen internationalen Schutzstandard fest.,28,2,1999,Bundesrat,,
12,EJPD,Bundesgesetz über die Rechnungslegung und Revision (RRG) und Verordnung über die Zulassung von Abschlussprüfern (VZA),Der Expertenentwurf zu einem Bundesgesetz über die Rechnungslegung und Revision (RRG) soll die Bestimmungen des Obligationenrechts über die kaufmännische Buchführung ersetzen und das schweizerische Rechnungslegungsrecht weitgehend den EG-Richtlinien angleichen.,30,4,1999,Bundesrat,,
13,EJPD,Staatsleitungsreform,Die staatsleitenden Organe - Bundesversammlung und Bundesrat - stammen aus der Entstehungszeit des Bundesstaates und haben sich in den 150 Jahren ihres Bestehens kaum verändert.,31,3,1999,Bundesrat,,
14,EJPD,Aufhebung von Art. 50 Abs. 4 BV (Genehmigungspflicht für die Errichtung neuer Bistümer),Artikel 50 Absatz 4 der Bundesverfassung (BV) unterstellt die Errichtung neuer Bistümer der Genehmigung des Bundes. Der Artikel stammt aus der Zeit des Kulturkampfes in den 70er Jahren des letzten Jahrhunderts.,31,3,1999,Bundesrat,,
15,EJPD,Bundesgesetz über die Hilfe an Opfer von Straftaten,Minderjährige Opfer von Sexualdelikten sollen vor den negativen Folgen des Strafverfahrens besser geschützt werden.,15,3,1999,Bundesrat,,
16,EFD,Bundesgesetz über das Inverkehrbringen von Bauprodukten,"Die Hersteller von Bauprodukten haben auf dem europäischen Markt einen bedeutenden Wettbewerbsnachteil, weil im EWR und in der Schweiz unterschiedliche Regelungen für das Inverkehrbringen von Bauprodukten bestehen. Daraus erwachsen zusätzliche Kosten.",20,4,1998,Bundesrat,,
17,EFD,Bundespersonalgesetz,"Die Revision des Beamtengesetzes ist nötig, um die Organisation und die Abläufe beim Bund wirtschaftlicher und zielorientierter auszugestalten. Die Modernisierung des staatlichen Handelns in Richtung vermehrter Leistungs- und Wirkungsorientierung lässt sich nur mit einem fortschrittlichen Personalgesetz erfolgversprechend weiterführen.",31,8,1998,Bundesrat,,
18,EFD,"Bundesgesetz über die ""Stiftung solidarische Schweiz""","Die wachsenden Probleme im Zusammenhang mit Armut und Gewalt und
Konflikten erfordern mehr Solidarität im In- und Ausland. Dies ist das
Ziel der Stiftung solidarische Schweiz.",15,9,1998,Bundesrat,,
19,EFD,Bundesgesetz über die Währung und die Zahlungsmittel (WZG),Im Anschluss an die Lösung der Goldbindung auf Verfassungsebene werden Anpassungen auf Gesetzesstufe notwendig. Diese Anpassungen sollen mit der Schaffung eines neuen Bundesgesetzes über die Währung und die Zahlungsmittel vorgenommen werden. Das neue Gesetz wird alle publikumsrelevanten Eigenschaften von Währung und staatlichem Geld regeln.,22,1,1999,Bundesrat,,
20,EFD,Bauprodukteverordnung (BauPV),Die Bauprodukteverordnung enthält die Ausführungsbestimmungen zum Bauproduktegesetz (BauPG). Das BauPG regelt das Inverkehrbringen von Bauprodukten analog den in der EU gültigen Vorschriften.,1,3,1999,Bundesrat,,
